NAME;ALT_NAME;COUNTRY;LAT;LON;ELEV;UTC
WICHITA FALLS MUNI AP;WICHITA FALLS MUNI AP;UNITED;33.9786;-98.4928;1017;-6
WINKLER CO AP;WINK FAA AP;UNITED;31.7801;-103.2018;2807;-6
BRYCE CANYON AP;BRYCE CANYON AP;UNITED;37.70639;-112.14556;-99999;-7
CEDAR CITY MUNI AP;CEDAR CITY AP;UNITED;37.7086;-113.0944;5586;-7
GRANITE PEAK DUGWAY PG;GRANITE PEAK DUGWAY PG;UNITED;40.16056;-113.35083;-99999;-7
LOGAN CACHE AP;LOGAN CACHE AP;UNITED;41.78722;-111.85333;-99999;-7
MILFORD MUNI AP;MILFORD MUNI AP;UNITED;38.41667;-113.01667;-99999;-7
MOAB CANYONLAND AP;CANYONLANDS ASOS;UNITED;38.75;-109.76278;4560;-7
PRICE CARBON CO AP;PRICE CARBON CO AP;UNITED;39.60917;-110.75472;-99999;-7
SALT LAKE CITY INTL AP;SALT LAKE CITY INTL AP;UNITED;40.7781;-111.9694;4225;-7
VERNAL MUNI AP;VERNAL ASOS;UNITED;40.44278;-109.51278;5270;-7
ASHLAND HANOVER CO MUNI AP;ASHLAND HANOVER CO MUNI AP;UNITED;37.70806;-77.43444;-99999;-5
CHARLOTTESVILLE AP;CHARLOTTESVILLE AP;UNITED;38.13861;-78.45306;-99999;-5
DANVILLE RGNL AP;DANVILLE REGIONAL AP;UNITED;36.5728;-79.3361;571;-5
FENTRESS NAAS;FENTRESS NAAS;UNITED;36.695;-76.13556;-99999;-5
LANGLEY AFB;LANGLEY AFB;UNITED;37.08278;-76.36028;10;-5
LYNCHBURG RGNL AP;LYNCHBURG INTL AP;UNITED;37.3208;-79.2067;940;-5
NEWPORT NEWS INTL AP;NEWPORT NEWS INTL AP;UNITED;37.13194;-76.49306;-99999;-5
NORFOLK INTL AP;NORFOLK INTL AP;UNITED;36.9033;-76.1922;30;-5
RICHMOND INTL AP;RICHMOND INTL AP;UNITED;37.505;-77.3202;164;-5
ROANOKE RGNL AP;ROANOKE INTL AP;UNITED;37.3169;-79.9741;1175;-5
WAKEFIELD MUNI AP;WAKEFIELD MUNI AP;UNITED;36.98389;-77.00722;109;-5
WALLOPS ISLAND FLIGHT FAC;WALLOPS ISLAND NASA TEST FACIL;UNITED;37.9372;-75.4708;46;-5
WASHINGTON DC DULLES AP;WASHGTN DULLES INTL AP;UNITED;38.9408;-77.4636;290;-5
WASHINGTON REAGAN AP;WASHINGTON REAGAN AP;UNITED;38.8483;-77.0341;10;-5
CHARLOTTE AMALIE AP;TRUMAN FLD FAA AP # 2;UNITED;18.3363;-64.98;20;-4
CHRISTIANSTED AP;ALEX HAMILTON FIELD FAA;UNITED;17.6997;-64.8125;61;-4
BARRE MONTPELIER AP;MONTPELIER AP;UNITED;44.2035;-72.5623;1126;-5
BENNINGTON MORSE ST AP;BENNINGTON MORSE ST AP;UNITED;42.89139;-73.24694;-99999;-5
BURLINGTON INTL AP;BURLINGTON WSO AP;UNITED;44.4683;-73.1499;330;-5
MORRISVILLE STOWE STATE AP;MORRISVILLE STOWE STATE AP;UNITED;44.53444;-72.61444;-99999;-5
SAINT JOHNSBURY ASOS;SAINT JOHNSBURY ASOS;UNITED;44.42;-72.01944;697;-5
SPRINGFIELD HARTNESS AP;SPRINGFIELD HARTNESS AP;UNITED;43.34361;-72.51778;578;-5
BELLINGHAM INTL AP;BELLINGHAM INTL AP;UNITED;48.79389;-122.53722;149;-8
COUPEVILLE NOLF;COUPEVILLE NOLF;UNITED;48.21667;-122.63333;199;-8
DEER PARK AP;DEER PARK;UNITED;47.97417;-117.42833;2191;-8
ELLENSBURG BOWERS FLD;ELLENSBURG BOWERS FLD;UNITED;47.03389;-120.53028;-99999;-8
EPHRATA MUNI AP;EPHRATA AP;UNITED;47.3078;-119.5154;1252;-8
EVERETT SNOHOMISH AP;EVERETT SNOHOMISH AP;UNITED;47.90778;-122.28028;-99999;-8
FRIDAY HARBOR AP;FRIDAY HARBOR AP;UNITED;48.52222;-123.02306;-99999;-8
HOQUIAM BOWERMAN AP;HOQUIAM BOWERMAN AP;UNITED;46.9727;-123.9302;12;-8
MOSES LAKE GRANT CO AP;MOSES LAKE GRANT CO AP;UNITED;47.20778;-119.31917;-99999;-8
OLYMPIA AP;OLYMPIA AP;UNITED;46.9733;-122.9033;188;-8
PORT ANGELES INTL AP;PORT ANGELES INTL AP;UNITED;48.12028;-123.49833;-99999;-8
PULLMAN MOSCOW RGNL AP;PULLMAN MOSCOW RGNL AP;UNITED;46.74389;-117.10861;-99999;-8
QUILLAYUTE STATE AP;QUILLAYUTE AP;UNITED;47.9375;-124.555;185;-8
RENTON MUNI AP;RENTON MUNI AP;UNITED;47.49333;-122.21444;-99999;-8
SEATTLE BOEING FLD;SEATTLE BOEING FLD;UNITED;47.53028;-122.30083;-99999;-8
SEATTLE TACOMA INTL AP;SEATTLE TACOMA AP;UNITED;47.4444;-122.3138;370;-8
SHELTON SANDERSON FLD;SHELTON AP;UNITED;47.238;-123.1408;271;-8
SPOKANE FELTS FLD;SPOKANE FELTS FLD;UNITED;47.68306;-117.32139;-99999;-8
SPOKANE INTL AP;SPOKANE INTERNATIONAL AIRPORT;UNITED;47.6216;-117.528;2353;-8
STAMPEDE PASS;STAMPEDE PASS;UNITED;47.2767;-121.3372;3959;-8
TACOMA NARROWS AP;TACOMA NARROWS AP;UNITED;47.2675;-122.57611;-99999;-8
THE DALLES MUNI AP;DALLESPORT AP;UNITED;45.6194;-121.1661;235;-8
VANCOUVER PEARSON AP;VANCOUVER PEARSON AP;UNITED;45.62083;-122.65722;-99999;-8
WALLA WALLA RGNL AP;WALLA WALLA RGNL AP;UNITED;46.09472;-118.28694;1166;-8
WENATCHEE PANGBORN AP;WENATCHEE PANGBORN MEMORIAL AP;UNITED;47.3977;-120.2013;1229;-8
YAKIMA AIR TERMINAL;YAKIMA AP;UNITED;46.5683;-120.5428;1064;-8
ASHLAND KENNEDY MEM AP;ASHLAND KENNEDY MEM AP;UNITED;46.54861;-90.91889;-99999;-6
BOSCOBEL AP;BOSCOBEL AP;UNITED;43.15611;-90.6775;-99999;-6
EAU CLAIRE RGNL AP;CHIPPEWA VALLEY RGNL  AP;UNITED;44.8665;-91.4879;885;-6
FOND DU LAC CO AP;FOND DU LAC AP ASOS;UNITED;43.76944;-88.49083;807;-6
GREEN BAY A S INTL AP;GREEN BAY A S INTL AP;UNITED;44.4794;-88.1366;687;-6
HAYWARD MUNI AP;HAYWARD MUNI AP;UNITED;46.02611;-91.44417;1204;-6
KENOSHA RGNL AP;KENOSHA RGNL AP;UNITED;42.595;-87.93806;-99999;-6
LA CROSSE MUNI AP;LA CROSSE MUNI AP;UNITED;43.8788;-91.2527;652;-6
LONE ROCK TRI CO AP;LONE ROCK TRI CO AP;UNITED;43.21194;-90.18139;-99999;-6
MADISON DANE RGNL AP;MADISON DANE CO AP;UNITED;43.1405;-89.3452;866;-6
MARSHFIELD MUNI AP;MARSHFIELD MUNI AP;UNITED;44.63806;-90.1875;1255;-6
MILWAUKEE MITCHELL AP;MILWAUKEE MITCHELL AP;UNITED;42.955;-87.9044;670;-6
OSHKOSH WITTMAN AP;OSHKOSH WITTMAN AP;UNITED;43.98444;-88.55694;782;-6
RACINE BATTEN AP;RACINE BATTEN AP;UNITED;42.76111;-87.81361;-99999;-6
RHINELANDER ONEIDA AP;RHINELANDER ASOS;UNITED;45.6314;-89.4823;1624;-6
SHEBOYGAN CO MEM AP;SHEBOYGAN CO MEM AP;UNITED;43.76944;-87.85056;746;-6
WAUSAU ASOS;WAUSAU ASOS;UNITED;44.9288;-89.6277;1200;-6
WISCONSIN RAPIDS ALEXANDER FLD;WISCONSIN RAPIDS ALEXANDER FLD;UNITED;44.35917;-89.83694;1019;-6
BECKLEY RALEIGH CO AP;BECKLEY RALEIGH COUNTY AP;UNITED;37.7836;-81.123;2514;-5
BLUEFIELD MERCER CO AP;BLUEFIELD MERCER CO AP;UNITED;37.2958;-81.2077;2870;-5
CHARLESTON YEAGER AP;CHARLESTON YEAGER AP;UNITED;38.3794;-81.59;910;-5
CLARKSBURG BENEDUM AP;CLARKSBURG BENEDUM AP;UNITED;39.29556;-80.22889;-99999;-5
ELKINS RANDOLPH CO AP;ELKINS RANDOLPH COUNTY AP;UNITED;38.8853;-79.8528;1979;-5
HUNTINGTON TRI STATE AP;HUNTINGTON TRI ST AP;UNITED;38.365;-82.555;824;-5
MARTINSBURG E WV RGNL AP;MARTINSBURG E WV RGNL AP;UNITED;39.4019;-77.9844;534;-5
MORGANTOWN HART FLD;MORGANTOWN HART FLD;UNITED;39.64278;-79.91639;1240;-5
PARKERSBURG WOOD CO AP;PARKERSBURG FAA AP;UNITED;39.2;-81.27;831;-5
WHEELING OHIO CO AP;WHEELING OHIO CO AP;UNITED;40.17639;-80.64722;1179;-5
BIG PINEY MARBLETON AP;BIG PINEY MARBLETON AP;UNITED;42.58444;-110.1075;6970;-7
BUFFALO JOHNSON CO AP;BUFFALO JOHNSON CO AP;UNITED;44.38139;-106.72111;-99999;-7
CASPER NATRONA CO AP;CASPER-NATRONA COUNTY AP;UNITED;42.8977;-106.4739;5313;-7
CHEYENNE MUNI AP;CHEYENNE WSFO AP;UNITED;41.15;-104.8167;6130;-7
CONVERSE CO AP ASOS;CONVERSE CO AP ASOS;UNITED;42.79611;-105.38028;4936;-7
EVANSTON BURNS FLD;EVANSTON BURNS FLD;UNITED;41.27306;-111.03056;-99999;-7
GILLETTE CAMPBELL AP;GILLETTE CAMPBELL AP;UNITED;44.33944;-105.54194;4354;-7
GREYBULL S BIG HORN AP;GREYBULL S BIG HORN AP;UNITED;44.51694;-108.08222;-99999;-7
LANDER HUNT FLD AP;LANDER AP;UNITED;42.8154;-108.7261;5592;-7
LARAMIE AP;LARAMIE AP;UNITED;41.3167;-105.6833;7266;-7
RAWLINS AP;RAWLINS AP;UNITED;41.8;-107.2;6736;-7
RIVERTON RGNL AP;RIVERTON RGNL AP;UNITED;43.06417;-108.45889;5445;-7
ROCK SPRINGS AP;ROCK SPRINGS AP;UNITED;41.5944;-109.0529;6741;-7
SHERIDAN CO AP;SHERIDAN AP;UNITED;44.7694;-106.9688;3945;-7
TORRINGTON MUNI AP;TORRINGTON MUNI AP ASOS;UNITED;42.0613;-104.1584;4199;-7
WORLAND;WORLAND FAA AP;UNITED;43.96583;-107.95083;4172;-7
YELLOWSTONE LAKE;YELLOWSTONE LAKE;UNITED;44.54444;-110.42111;7835;-7
